Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Somalia,SOM,4.42758652505884,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,South Africa,ZAF,21.6057744731094,17.4732966721757,14.4232973120597,13.624481940856,13.0530551585003,11.9951687673775,11.7174050000851,11.6009215329972,12.0463086139306,12.002992855838,12.0401725790452,11.8582705248765
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Spain,ESP,..,16.1867698259188,13.3252704427871,12.2799457301409,12.1594730487957,12.3730322509526,12.1210022936772,12.2532765652101,12.4957121658862,12.8981720336519,12.8765460133998,13.064446548912
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sri Lanka,LKA,13.4027796596475,15.0545149788969,17.9540941740982,18.1077341124933,20.0026189865144,20.5543328633767,21.8854231618273,20.5217818721086,19.4293565992763,18.5366921444735,18.3935249855431,18.5183410212443
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Kitts and Nevis,KNA,8.20441192961239,7.01958306744671,6.03002819494464,7.71448921642764,9.12918893546582,8.59187845897997,8.38749739542519,7.92580505323554,6.98737977889133,6.5598345860673,5.88935350885316,5.27719576000866
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Lucia,LCA,5.75539080928797,3.68150172807106,3.47962799686746,3.17097870334327,2.77474108787887,2.8565939477282,2.7719527840739,2.34717771765394,2.12854288500933,2.05939211825242,2.21687493925113,2.17212170406402
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Vincent and the Grenadines,VCT,6.95338360045252,5.04131582562955,4.09080067247607,4.4592765029202,4.82246816347064,4.33378192888124,4.28730992450724,4.42625052554634,4.89609668028601,4.81370792951542,4.64569758103532,4.7765561163227
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sudan,SDN,8.3363334004908,8.30158158924497,5.35732025118078,5.63356474336593,5.62136358616377,6.05759887875469,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Suriname,SUR,9.55446819469482,8.19117960492741,25.3144978346051,20.2669674750893,20.9872425581589,20.8137282037088,21.291225508093,18.7857016665685,16.3524921938244,9.81747619913893,12.4975514201763,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sweden,SWE,18.441843686578,20.3109784326559,16.840747679994,15.2010835305605,16.3426130839996,16.095709183753,15.1787885366913,14.8545230136855,14.610957011207,13.6853609406028,13.5104370185084,13.5990197478799
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Switzerland,CHE,20.4938671169792,17.8692159129049,19.9573054954963,18.6536914806045,18.7929220475148,19.1327500919278,18.7649960119179,18.6483281241486,18.3620326281537,17.9012195029994,17.8008653482667,18.1450314743496
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Syrian Arab Republic,SYR,20.3758087117259,6.65631857954632,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tajikistan,TJK,24.8285322359396,..,..,..,..,9.66309845665772,9.47098008743719,8.69977175991611,7.62215712243341,8.69950580146111,9.72185250527344,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tanzania,TZA,8.48351918217681,8.77796435330727,6.96962652164712,6.8845343720303,6.89281516062753,7.64090967461304,7.48755263117203,6.44838047431855,5.57658924413229,5.24897805310811,4.91512960227779,5.52277078099628
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Thailand,THA,27.2036060002487,28.592674734404,30.7097958448663,29.612701808616,31.0716791428987,29.1356052334089,28.1113618483204,27.7326447782846,27.7210775476688,27.5035067633267,27.390641260951,27.0681361624227
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Timor-Leste,TLS,..,2.11213760685981,0.24908518208102,0.314936444413283,0.222576840381116,0.166928491270495,0.138046228098572,0.178702507383692,0.278163413016188,0.499639443731848,0.717895738585335,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Togo,TGO,9.92840556656767,8.58124354481001,8.47729884402077,7.90656647559817,7.8100105186998,8.08591534919936,6.90435338703414,6.40989430147368,5.67350414914549,4.92717810736668,4.70448752647454,4.32373615937978
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tonga,TON,5.12585283644568,9.15211007736046,6.68372723167244,6.52501506931886,6.06145643328189,5.92258064516129,5.68323757182113,6.3219861786537,6.21504039776258,6.19312138045148,6.20573355817875,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,19.371258993439,15.6502066168793,16.3525818779234,14.5352434867261,17.0487747487311,17.9707745681422
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tunisia,TUN,16.8865630518598,16.1558506861276,18.1405809531047,16.833114054522,16.5284000348905,16.6027829722044,16.2431916127492,15.9428351660343,15.5776705037752,15.4559264413002,15.4034810716147,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Turkey,TUR,21.9578069720618,18.7544894152325,16.2881524040094,15.1558884464038,15.101259667752,16.4805692487044,15.8791708011448,16.2392733473115,16.7919079516101,16.710359385184,16.5986325481351,17.5111913330384
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Turkmenistan,TKM,..,9.8372582806816,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tuvalu,TUV,3.07828394515701,0.755200972057564,1.05228178998671,1.06477884255662,1.09817259468496,1.03913773716019,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Uganda,UGA,5.34102563916185,7.09897810521975,7.30696526021934,8.43010597146406,8.50056514643997,9.81778397745955,10.5422627299378,9.53969505931155,8.50774817374765,8.70425750751906,8.73132005939102,8.1885423848779
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Ukraine,UKR,..,16.3115187863821,17.3760832693427,15.5338891656493,13.2209689941872,11.898159294949,12.3809950956417,11.2650303917969,12.2281281606135,11.9027791187924,12.0266098015175,12.3855819130248
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,United Arab Emirates,ARE,7.49388851578241,9.07200029229159,8.60026538838952,9.19537711686217,7.96837943178444,7.71861928016394,7.68272364874492,7.54430538784228,7.77705956214063,8.84850116061497,8.98441789806352,8.78444021987079
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,United Kingdom,GBR,16.7040750041012,13.056097016796,9.08635920499444,8.72342985062136,8.9318978629349,8.91501362027862,8.80630182913261,9.04999218283716,8.85544418206898,8.96736814072049,9.01502614715651,9.20345026938053
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,United States,USA,..,15.0093473082893,12.2301052506281,11.8218072814828,12.0814508554051,12.1478447764218,12.1240830924674,12.0311371039553,11.9629696075922,11.9190042346014,11.6006451779178,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Uruguay,URY,27.9653882593043,12.5186630960032,14.9468828432869,14.8186007103336,13.5283236122737,12.7334043079655,12.173156824108,11.2662277850999,12.1433021717889,13.242661329152,12.8180677583115,11.7064445410198
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Vanuatu,VUT,5.18822133534678,4.51376832883737,2.48510721184281,2.85784486862513,4.77382494993521,4.21317003654424,3.59594006766554,3.22150838357321,3.3131502104691,3.59216661485856,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Venezuela, RB",VEN,14.7169198305215,18.5290299154014,12.8395861840125,13.6248683231211,11.8995198814744,11.6452400572826,11.7676048954959,11.5143021026778,12.0733564315826,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Vietnam,VNM,12.2559889717555,18.4469009115898,18.5796576460957,18.3010354592131,12.9463516091181,13.3546052347583,13.284694518643,13.3351858764789,13.1787957710998,13.694726895376,14.2655138556961,15.2782118179493
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,West Bank and Gaza,PSE,..,10.4390764094955,11.9637371694014,11.9892132852701,13.2838182001773,12.258489880941,14.1904711243506,12.7813401731324,11.9962880241593,10.6344196322891,10.9856469308863,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Yemen, Rep.",YEM,19.0439178685843,5.7311164870987,7.76671531899226,9.42468304930795,8.00580478642921,8.66448436938145,8.82025426577298,8.42918053663687,8.55779550648643,11.5371906472629,18.0554782094432,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Zambia,ZMB,31.8568907711311,9.45329654710977,8.45396814884328,8.68492781683595,7.57828709089768,7.5160151711135,7.07576167314805,6.1868559213113,6.82001575553539,7.52231282285906,7.6861423983563,7.71636595714197
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Zimbabwe,ZWE,20.4847853894765,13.3879817115732,16.3345164443585,12.3664964809875,10.9329963940284,10.6913250813213,9.96892630424751,9.42910831598068,9.12479764780264,8.59876458200516,8.47032968906021,8.09877319516377
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Arab World,ARB,10.5270589644463,11.4165224560019,9.66355339891054,11.00256241489,10.3609375788505,9.39875076818324,9.51253705675046,9.54330493321244,9.80143911163558,10.6570965215415,10.8227744239737,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Caribbean small states,CSS,..,..,..,..,..,..,11.8411434465605,10.2857521147305,10.304780642455,9.02182001697717,10.0745171870526,10.7562889934031
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Central Europe and the Baltics,CEB,..,18.3597886439109,18.037773570779,17.2077501514466,17.5794192129119,18.3107626945124,17.8520719744383,17.6477754866301,18.547680092356,18.8039325509682,19.1080071543092,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Early-demographic dividend,EAR,17.8692118086415,16.8971831684258,16.1075251400186,15.7906001909544,15.2958190011962,14.9465212081423,14.9992288374636,14.7119252450177,14.8031485744366,15.1502280568751,15.0209298232383,15.3538755015946
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,East Asia & Pacific,EAS,..,..,24.9564093146448,23.8031476414136,24.3703372397536,24.0568591745965,23.7693615331591,23.2939640727646,23.3197897505103,23.2664233564954,23.2211165893265,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,East Asia & Pacific (excluding high income),EAP,..,..,30.6794112184688,30.0118073729353,29.6399711018933,29.8636275774354,29.3401745286233,28.5951445945309,28.4660716587913,27.6878896568113,27.2030117312023,27.6088655435538
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,30.6786751997962,30.0110866252467,29.6392581323108,29.8629104974609,29.3394728571063,28.5944627153204,28.4653919734084,27.6872263290441,27.2023609444184,27.6082049576877
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Euro area,EMU,..,17.3412655203063,15.2551837850336,13.8143239007048,14.4546581837385,14.6859841238877,14.4879968934186,14.3954755609508,14.549968148681,15.0246203990397,14.9767306482598,14.7458867954738
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Europe & Central Asia,ECS,..,16.7077905440293,14.6210395738177,13.3709066584061,13.7980405634104,13.9409099393405,13.7391844147693,13.6642501253156,13.8171385273565,14.1809763698614,14.136053410108,13.8919236534887
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Europe & Central Asia (excluding high income),ECA,..,..,15.5225105944547,14.0016899942289,13.9156954453346,13.8058441561687,13.4447482063925,13.2053814879621,13.5439646661868,13.9601127342972,13.7024395660249,13.5067717537879
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,15.5851197647367,14.3219271689262,14.1165025931783,14.078744024303,13.8343052261437,13.5649152370508,13.9810124899814,14.4562886008143,14.3055038376793,13.486043230318
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,European Union,EUU,..,16.806600355011,14.5350266448419,13.3144954341495,13.8558790510328,14.0696367394345,13.8520938745429,13.8049780826948,13.9470296649793,14.3214313999226,14.3230494205903,13.9860920626342
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Fragile and conflict affected situations,FCS,..,6.63523730407266,7.227331803527,8.16154465302044,7.85919380882173,8.18923720639281,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Heavily indebted poor countries (HIPC),HPC,11.476407625003,10.6244588677929,9.17926760414172,9.15094010726613,8.70953931918586,9.03338131898239,9.31388887130851,9.1101276372357,8.9708224860846,9.06510065333863,9.23299239298032,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,High income,HIC,..,16.8832598807698,14.5744549833788,13.6624088773211,14.1787656041548,14.103830608587,14.0076454991683,13.8899717978758,13.950892012128,14.365489402066,14.2832481265163,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,IBRD only,IBD,..,..,21.277662447642,20.6436292526732,20.3346262515016,20.1162084174529,19.8059694968263,19.3171828226896,19.3144844434552,19.2689974135744,18.9660681693455,19.55161025647
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,IDA & IBRD total,IBT,..,..,20.7051184949106,20.1130115159936,19.7418404006642,19.5620424044749,19.3108709031642,18.8578481858021,18.857849091429,18.8136133884698,18.5325765226075,19.0971316551174
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,IDA blend,IDB,21.3203885314925,14.8107789937072,12.184541667545,12.0696814933965,9.40616246275659,10.0537908588994,10.3417115379492,10.7182112080467,10.9474331652694,10.7315527548686,10.1308497011611,9.93304631672411
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,IDA only,IDX,12.8383887919594,10.2380375487645,11.1090644933751,11.284134241284,11.0063861636075,11.1936086946564,11.5241951665591,11.4780040069544,11.4066548832321,11.7051667810116,12.3844832876605,12.7482675884618
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,IDA total,IDA,16.808475093778,12.2592580086823,11.6007572933804,11.6460405590531,10.2679946023242,10.6702022852451,10.9536042609,11.1117311380682,11.1861076767119,11.2416385173507,11.308343405993,11.3423795003992
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Late-demographic dividend,LTE,..,..,23.3068156923038,22.6764489569803,22.3928023699058,22.2894140552556,21.7878035402712,21.2404755897956,21.2107587728538,21.180187010724,20.7965053804755,21.2443218437785
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Latin America & Caribbean,LCN,..,16.0083573508841,14.80169643998,14.1998327166625,14.0279998938712,13.5303773734739,13.2602473613717,12.9770894867783,12.8974425814829,13.254860484915,12.9794979429853,12.3628166924584
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Latin America & Caribbean (excluding high income),LAC,..,15.7174949271789,14.4595256171753,13.8020446131709,13.5762102918896,12.9963533872493,12.7255622936713,12.4068542805803,12.3211808770197,12.7420675915684,12.4959644937674,12.4558469142009
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,15.7692213379437,14.4766366039911,13.8180454089832,13.6126647920716,13.1131127103899,12.8258599024342,12.5284252255618,12.4512831615336,12.7832233588081,12.5143308909136,12.3809999760018
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Least developed countries: UN classification,LDC,10.4474348525596,8.99982631475253,10.9116413546023,11.2325295073694,10.9464455408861,11.1314694738508,11.5805406210179,11.4851401496306,11.5053285997652,11.9397076248904,12.7547450429054,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Low & middle income,LMY,..,..,21.0513941868825,20.4433508510158,20.0766357929116,19.8711151304472,19.6156569437043,19.1513198970497,19.1272538714937,19.0696415126818,18.7944865699337,19.4206318810157
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Low income,LIC,12.5304043083195,8.54344101122405,8.89446565132866,8.85091018383174,8.13761412894256,8.54172648709943,8.28358587125715,7.98443085534985,7.89913175365158,8.3625651503595,9.25467219482755,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Lower middle income,LMC,18.0312610254864,17.1838285771966,17.9953251207873,17.4832790719004,16.0868937796684,16.0375647476998,16.0416569780634,15.7725330462205,15.7901345161349,15.834270341565,15.667415080668,15.5677857876655
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Middle East & North Africa,MEA,11.495902456669,12.8940078484009,10.8865667863438,11.8772801547608,11.2647471503489,10.3162185703404,10.743288843218,10.5371699844346,10.7028508113851,11.0581579928403,11.0847740890786,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Middle East & North Africa (excluding high income),MNA,13.9251670430656,13.0127497695654,11.639532114753,12.4847844771092,12.2169138585054,10.9666568052037,11.8320697558057,11.6219388085199,11.6817617577693,11.2620999253893,11.2878844607569,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,13.9251670430656,13.0312310418568,11.6369007783798,12.4891125756937,12.2075959900599,10.9569286215581,11.8143097510078,11.6132157698971,11.6793953427785,11.2668224309914,11.2901584184448,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Middle income,MIC,..,..,21.2311775243518,20.6098407062509,20.2469110923692,20.0347185065246,19.7798011774991,19.3130611075882,19.2925568518197,19.2303278053575,18.9368711749324,19.5490288917492
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,North America,NAC,..,15.0093473082893,12.1086845270971,11.6876495328366,11.9197925896901,11.975220651145,11.9609452217177,11.8374703218306,11.7648089614952,11.9190042346014,11.6006451779178,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,OECD members,OED,..,17.0032695246242,14.6295737675534,13.6457230711742,14.1826316839056,14.1557097415221,14.083250645908,13.9626211191547,14.0084326003455,14.43190049245,14.3381854478391,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Other small states,OSS,..,20.9861002934612,10.6914166146854,11.8658563398694,11.5877944993231,10.4973654571,10.6195593404006,10.3562939183306,10.2016794273086,10.0556766066855,10.0277491197584,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Pacific island small states,PSS,9.78304231916334,10.6168105170193,9.61131195587143,9.06555199236435,9.35926268771967,9.00906129002858,8.67326786318507,9.0625075174682,8.67243725854011,8.02067829248442,8.51891231357751,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Post-demographic dividend,PST,..,16.8729916987071,14.5145671079397,13.5045451484588,14.056809341097,13.995437983463,13.9037284777784,13.7798764711383,13.8100700478632,14.1372207701356,14.0550584395653,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Pre-demographic dividend,PRE,14.9433476102001,10.1877069486937,8.68881944460189,9.31119781670981,7.0478251231477,7.5758873944202,7.77315936129563,8.0416743190223,8.0891062934579,7.97940383963728,7.7950181981886,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Small states,SST,..,19.0679631055067,10.3887610574657,11.3377173721935,11.078366183672,10.1308001818216,10.7886834988344,10.3239113724547,10.1946761294176,9.85510052876589,10.0144725428324,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,South Asia,SAS,16.6342101177289,16.0054202992642,16.7479696741557,16.2568500551267,15.8749156814066,15.9074348841365,15.6858639503496,15.1811962501848,15.0094262531554,15.1722467898807,15.0290834196146,14.8580803127943
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,South Asia (IDA & IBRD),TSA,16.6342101177289,16.0054202992642,16.7479696741557,16.2568500551267,15.8749156814066,15.9074348841365,15.6858639503496,15.1811962501848,15.0094262531554,15.1722467898807,15.0290834196146,14.8580803127943
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sub-Saharan Africa,SSF,17.6945624011107,13.371926380732,11.2587753603418,11.378168915106,9.60026681667815,9.53547015459106,9.68001438340314,9.8701414392368,10.0664326531857,9.99086452931848,9.97281244341912,9.88158839209037
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sub-Saharan Africa (excluding high income),SSA,17.7009234841954,13.3670430431768,11.2605472086822,11.3814017399842,9.601695862893,9.53750030242678,9.68122286862176,9.87270175109964,10.069855503169,9.99471128787542,9.97693377315996,9.88158839209037
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,17.6945624011107,13.371926380732,11.2587753603418,11.378168915106,9.60026681667815,9.53547015459105,9.68001438340315,9.87014143923681,10.0664326531857,9.99086452931848,9.97281244341912,9.88158839209038
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Upper middle income,UMC,..,..,22.1520082843008,21.5044636736899,21.4372433065172,21.1653879732764,20.8225509409696,20.3009435922783,20.2697589010256,20.1986980583565,19.8741716268818,20.7186278889177
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,World,WLD,..,16.844503655808,16.4202225400493,15.5883394655235,15.8504779537115,15.7492306600982,15.6036935577963,15.387502720823,15.4246878404424,15.7187557836777,15.5796160013692,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Afghanistan,AFG,..,..,45.8450459463324,45.5463599926552,49.1368745155729,50.0478614304544,51.460822269789,52.9678594243941,53.2455354884853,53.4331827212664,53.0198165138018,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Albania,ALB,15.8984122268199,50.3887302528327,44.6992349837577,45.3173843316103,44.0254856057857,44.2563684786792,44.954621001038,44.6070047186373,45.7825150908289,46.2843303699975,46.6747292765773,47.2596661199768
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,44.6485154284559,45.1361202193195,44.0557351522435
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Andorra,AND,..,75.4388443924903,76.2575754252838,77.512951401408,78.0687178070297,78.0310311684745,78.4955055176166,79.2817869554839,79.5371121978261,80.008835873647,79.2044873495342,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Angola,AGO,..,22.2123554945612,..,..,..,..,..,..,..,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Antigua and Barbuda,ATG,72.4929638999602,76.3144596123,67.2194958714276,68.4882037363918,70.9945072841193,72.3903450603255,72.0008422374435,71.338371223484,71.2337054010577,70.5109659354777,69.1112222844884,69.2199495469868
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Argentina,ARG,55.8544476443929,61.9453473080493,50.2551922042782,53.3060010032753,51.4951802052167,51.8119007511102,53.6581179163924,53.9190936666216,52.9405434663365,55.8149012843362,55.8748106172993,56.9202298670606
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Armenia,ARM,28.2051282051282,30.6783041025433,32.1903569155734,38.8773864442613,37.0331628259813,36.0689920998333,45.6989324054448,45.749756861728,47.4130437470384,48.2126693907876,49.9105094267778,51.3179592061379
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Australia,AUS,59.3651438106225,64.305547779481,64.5413897835996,64.2030291615208,65.811778960325,64.8101178106078,65.3613709246392,66.4041301742898,65.8379998195235,67.3731531438186,68.2714069139385,66.9671127767102
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Austria,AUT,56.1086627644695,59.3090153444783,61.0266320776577,62.1685810384121,62.2941578518769,62.2762436725454,62.0008552248552,62.3265831085282,62.6531070943956,63.0625826340766,63.2605118663361,62.7943850282424
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Azerbaijan,AZE,34.7544338335607,35.2073928064263,22,29.6,27.9,27.2,29.204439232277,30.8793200646248,33.6,39.9,38.8,37.4839417067916
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,"Bahamas, The",BHS,70.1550221099179,77.6713093715448,81.1685350560517,82.2894501681033,81.0746293493506,79.8037823533209,76.9404412107644,78.7807218939365,79.0632728865688,78.0348193312585,76.7696050275366,74.9212718198337
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Bahrain,BHR,..,..,48.3069195193275,55.5966130111296,53.6816094842985,49.3408502772643,51.1877969924942,50.8391997626456,52.4743145092554,58.4529859903002,59.4289547628875,56.9959805596483
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Bangladesh,BGD,46.7006908436479,50.566324299804,52.932121684056,53.3233235281854,53.4982962820487,53.045792114203,53.1515772370168,53.3901814201826,53.6357543166708,53.7138354859229,53.6712956708597,53.4762053175616
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Barbados,BRB,70.6057255191056,69.8478295691174,75.2230156490786,74.664246005345,74.4836551500006,71.9678602844944,72.4859600330731,73.1815718157182,72.7440407087135,74.0900712236729,74.8953974895398,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Belarus,BLR,28.6120092378753,39.8946769143182,37.9914446940769,40.4829084516982,43.4739988900999,44.128236423701,43.2927264636013,45.4217867161879,45.6522130319622,47.7416980416264,48.5229965560459,46.9426515461174
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Belgium,BEL,..,63.2700931756396,67.0592960237063,68.4673567461081,67.9461408571065,68.3323912053163,68.5985629423063,68.8643874518976,69.1440549679747,69.0028650431828,68.8538734960168,68.8314908300265
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Belize,BLZ,50.2723641205665,54.2809222922836,60.589796994451,61.9816003840063,60.8423388952415,59.9686813553359,60.2995227240269,60.0608803125513,59.9421151212061,60.7861179974267,62.3753738376253,58.3786724700762
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Benin,BEN,52.891669584582,37.5956702383556,43.6586205816975,43.9991644783958,44.6671687619489,46.0647645910176,47.6346075298527,47.5077916049601,47.4820293780602,47.1593458134508,47.5864599443661,46.8686826635158
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,Bhutan,BTN,38.8511884459782,35.8335420491047,35.4449926932632,37.0223460903938,36.4301143495593,38.0749084167157,36.4523719126143,36.3300258876582,37.2250635321358,37.5750004637311,37.4050378221043,39.2515485404494
